Date,105#
2024/9/1 6:18,5.8
2024/9/1 6:19,5.7
2024/9/1 6:20,5.8
2024/9/1 6:20,5.7
2024/9/1 6:20,5.8
2024/9/1 6:30,5.8
2024/9/1 6:40,5.8
2024/9/1 6:50,5.8
2024/9/1 6:59,5.9
2024/9/1 6:59,5.8
2024/9/1 7:04,5.9
2024/9/1 7:04,5.8
2024/9/1 7:07,5.9
2024/9/1 7:08,5.8
2024/9/1 7:08,5.9
2024/9/1 7:09,5.8
2024/9/1 7:09,5.9
2024/9/1 7:11,5.8
2024/9/1 7:11,5.9
2024/9/1 7:12,5.8
2024/9/1 7:12,5.9
2024/9/1 7:13,5.8
2024/9/1 7:14,5.9
2024/9/1 7:15,5.8
2024/9/1 7:15,5.9
2024/9/1 7:17,5.8
2024/9/1 7:19,5.9
2024/9/1 7:19,5.8
2024/9/1 7:20,5.7
2024/9/1 7:30,5.7
2024/9/1 7:33,5.8
2024/9/1 7:35,5.9
2024/9/1 7:36,6
2024/9/1 7:37,5.9
2024/9/1 7:37,6
2024/9/1 7:39,5.9
2024/9/1 7:41,6
2024/9/1 7:44,6.1
2024/9/1 7:44,6
2024/9/1 7:45,6.1
2024/9/1 7:45,6
2024/9/1 7:47,6.1
2024/9/1 7:47,6.2
2024/9/1 7:48,6.1
2024/9/1 7:48,5.4
2024/9/1 7:48,5.3
2024/9/1 7:49,4.6
2024/9/1 7:49,4.3
2024/9/1 7:49,4
2024/9/1 7:49,1.1
2024/9/1 7:49,1
2024/9/1 7:49,1.4
2024/9/1 7:49,1.1
2024/9/1 7:49,1
2024/9/1 7:49,4
2024/9/1 7:49,8.2
2024/9/1 7:49,22.8
2024/9/1 7:49,27.1
2024/9/1 7:49,28.7
2024/9/1 7:49,28.8
2024/9/1 7:50,28.5
2024/9/1 7:50,27.6
2024/9/1 7:50,27.4
2024/9/1 7:51,27.2
2024/9/1 7:51,27.1
2024/9/1 7:51,27.3
2024/9/1 7:52,27.2
2024/9/1 7:52,27.4
2024/9/1 7:52,27.5
2024/9/1 7:53,27.6
2024/9/1 7:54,27.8
2024/9/1 7:54,27.7
2024/9/1 7:54,27.6
2024/9/1 7:54,27.7
2024/9/1 7:55,27.8
2024/9/1 7:55,27.9
2024/9/1 7:55,28
2024/9/1 7:55,27.9
2024/9/1 7:55,28
2024/9/1 7:56,28.1
2024/9/1 7:56,28.2
2024/9/1 7:56,28.3
2024/9/1 7:56,28.4
2024/9/1 7:57,28.5
2024/9/1 7:57,29
2024/9/1 7:57,29.2
2024/9/1 7:58,29.3
2024/9/1 7:58,29.5
2024/9/1 7:58,29.6
2024/9/1 7:59,29.7
2024/9/1 7:59,29.8
2024/9/1 7:59,29.9
2024/9/1 8:00,30
2024/9/1 8:00,30.1
2024/9/1 8:01,30.3
2024/9/1 8:01,30.4
2024/9/1 8:02,30.5
2024/9/1 8:02,30.6
2024/9/1 8:03,30.7
2024/9/1 8:03,30.8
2024/9/1 8:04,30.9
2024/9/1 8:05,31
2024/9/1 8:05,31.1
2024/9/1 8:06,31.2
2024/9/1 8:06,31.3
2024/9/1 8:07,31.4
2024/9/1 8:08,31.5
2024/9/1 8:08,31.6
2024/9/1 8:09,31.7
2024/9/1 8:10,31.8
2024/9/1 8:11,31.9
2024/9/1 8:12,32
2024/9/1 8:13,32.1
2024/9/1 8:14,32.2
2024/9/1 8:15,32.3
2024/9/1 8:17,32.4
2024/9/1 8:18,32.5
2024/9/1 8:20,32.6
2024/9/1 8:21,32.7
2024/9/1 8:23,32.8
2024/9/1 8:25,32.9
2024/9/1 8:25,33
2024/9/1 8:27,33.1
2024/9/1 8:29,33.2
2024/9/1 8:31,33.3
2024/9/1 8:33,33.4
2024/9/1 8:36,33.5
2024/9/1 8:39,33.6
2024/9/1 8:42,33.7
2024/9/1 8:43,33.8
2024/9/1 8:47,33.9
2024/9/1 8:49,34
2024/9/1 8:51,34.1
2024/9/1 8:52,34
2024/9/1 8:52,34.1
2024/9/1 8:54,34.2
2024/9/1 8:57,34.3
2024/9/1 9:00,34.4
2024/9/1 9:03,34.5
2024/9/1 9:06,34.6
2024/9/1 9:10,34.7
2024/9/1 9:13,34.8
2024/9/1 9:16,34.9
2024/9/1 9:19,35
2024/9/1 9:22,35.1
2024/9/1 9:26,35.2
2024/9/1 9:30,35.3
2024/9/1 9:33,35.4
2024/9/1 9:37,35.5
2024/9/1 9:40,35.6
2024/9/1 9:43,35.7
2024/9/1 9:48,35.8
2024/9/1 9:52,35.9
2024/9/1 9:53,35.8
2024/9/1 9:53,35.9
2024/9/1 9:56,36
2024/9/1 10:00,36.1
2024/9/1 10:05,36.2
2024/9/1 10:05,36.1
2024/9/1 10:05,36.2
2024/9/1 10:07,36.3
2024/9/1 10:07,36.2
2024/9/1 10:08,36.3
2024/9/1 10:11,36.4
2024/9/1 10:15,36.6
2024/9/1 10:16,36.7
2024/9/1 10:17,36.8
2024/9/1 10:18,36.9
2024/9/1 10:18,37
2024/9/1 10:19,37.1
2024/9/1 10:19,37.2
2024/9/1 10:20,37.3
2024/9/1 10:20,37.4
2024/9/1 10:21,37.5
2024/9/1 10:21,37.6
2024/9/1 10:21,37.7
2024/9/1 10:22,37.8
2024/9/1 10:22,37.9
2024/9/1 10:23,38
2024/9/1 10:23,38.1
2024/9/1 10:24,38.2
2024/9/1 10:25,38.5
2024/9/1 10:25,38.4
2024/9/1 10:26,38
2024/9/1 10:26,3.7
2024/9/1 10:26,0.7
2024/9/1 10:26,0.8
2024/9/1 10:26,4.4
2024/9/1 10:26,0.8
2024/9/1 10:26,0.9
2024/9/1 10:26,4.3
2024/9/1 10:26,3.9
2024/9/1 10:26,4.3
2024/9/1 10:26,4.2
2024/9/1 10:26,0.7
2024/9/1 10:26,3.4
2024/9/1 10:26,2.5
2024/9/1 10:26,0.8
2024/9/1 10:26,1.2
2024/9/1 10:26,3.6
2024/9/1 10:26,0.7
2024/9/1 10:26,4.2
2024/9/1 10:26,0.7
2024/9/1 10:26,3.3
2024/9/1 10:27,1.1
2024/9/1 10:27,1.6
2024/9/1 10:27,5.1
2024/9/1 10:27,4.3
2024/9/1 10:27,0.8
2024/9/1 10:27,0.7
2024/9/1 10:27,0.6
2024/9/1 10:27,0.7
2024/9/1 10:27,1.3
2024/9/1 10:27,1.5
2024/9/1 10:27,0.6
2024/9/1 10:27,1.3
2024/9/1 10:27,1.7
2024/9/1 10:27,3.6
2024/9/1 10:27,0.9
2024/9/1 10:27,1.2
2024/9/1 10:27,0.8
2024/9/1 10:28,0.7
2024/9/1 10:28,0.8
2024/9/1 10:28,1
2024/9/1 10:28,3.9
2024/9/1 10:28,3.3
2024/9/1 10:28,3.1
2024/9/1 10:28,3
2024/9/1 10:28,1.3
2024/9/1 10:28,28.6
2024/9/1 10:29,30
2024/9/1 10:30,30.9
2024/9/1 10:30,31.7
2024/9/1 10:31,31.6
2024/9/1 10:32,31.8
2024/9/1 10:32,31.9
2024/9/1 10:32,33
2024/9/1 10:33,32.6
2024/9/1 10:33,4.6
2024/9/1 10:33,4.4
2024/9/1 10:33,1.1
2024/9/1 10:33,0.9
2024/9/1 10:33,1.2
2024/9/1 10:33,0.5
2024/9/1 10:33,0.4
2024/9/1 10:33,3.3
2024/9/1 10:33,8.6
2024/9/1 10:33,20.2
2024/9/1 10:33,28.1
2024/9/1 10:33,29.4
2024/9/1 10:33,29.1
2024/9/1 10:34,28.9
2024/9/1 10:34,29.3
2024/9/1 10:35,29.4
2024/9/1 10:35,30.1
2024/9/1 10:36,31
2024/9/1 10:36,31.2
2024/9/1 10:36,31.3
2024/9/1 10:36,31.4
2024/9/1 10:36,31.5
2024/9/1 10:36,31.7
2024/9/1 10:36,31.8
2024/9/1 10:36,31.9
2024/9/1 10:36,32
2024/9/1 10:36,32.1
2024/9/1 10:36,32.2
2024/9/1 10:36,32.3
2024/9/1 10:36,32.4
2024/9/1 10:36,32.5
2024/9/1 10:37,32.7
2024/9/1 10:37,32.9
2024/9/1 10:38,33.3
2024/9/1 10:39,33.6
2024/9/1 10:39,33.7
2024/9/1 10:39,33.8
2024/9/1 10:40,33.9
2024/9/1 10:40,34.2
2024/9/1 10:41,34.5
2024/9/1 10:41,34.6
2024/9/1 10:42,34.8
2024/9/1 10:43,34.9
2024/9/1 10:43,35.1
2024/9/1 10:43,36.2
2024/9/1 10:44,36.3
2024/9/1 10:45,36.4
2024/9/1 10:46,36.6
2024/9/1 10:46,36.7
2024/9/1 10:47,36.8
2024/9/1 10:47,36.9
2024/9/1 10:48,37
2024/9/1 10:48,37.1
2024/9/1 10:49,37.2
2024/9/1 10:49,37.3
2024/9/1 10:50,37.4
2024/9/1 10:50,37.5
2024/9/1 10:50,37.6
2024/9/1 10:52,37.8
2024/9/1 10:52,37.9
2024/9/1 10:53,38
2024/9/1 10:53,38.1
2024/9/1 10:54,38.2
2024/9/1 10:55,38.3
2024/9/1 10:55,38.4
2024/9/1 10:56,38.2
2024/9/1 10:57,38
2024/9/1 10:57,37.8
2024/9/1 10:58,37.7
2024/9/1 10:58,37.6
2024/9/1 10:59,37.5
2024/9/1 11:00,37.4
2024/9/1 11:01,37.3
2024/9/1 11:02,37.2
2024/9/1 11:02,37.1
2024/9/1 11:03,36.9
2024/9/1 11:03,36.7
2024/9/1 11:03,36.6
2024/9/1 11:04,36.5
2024/9/1 11:05,36.4
2024/9/1 11:06,36.5
2024/9/1 11:06,36.6
2024/9/1 11:07,36.7
2024/9/1 11:07,36.8
2024/9/1 11:08,36.9
2024/9/1 11:08,37
2024/9/1 11:09,37.1
2024/9/1 11:09,37.2
2024/9/1 11:10,37.3
2024/9/1 11:11,37.4
2024/9/1 11:11,37.5
2024/9/1 11:12,37.6
2024/9/1 11:13,37.7
2024/9/1 11:13,37.8
2024/9/1 11:14,37.9
2024/9/1 11:15,38
2024/9/1 11:16,38.1
2024/9/1 11:18,38.2
2024/9/1 11:20,38.3
2024/9/1 11:21,38.4
2024/9/1 11:22,38.5
2024/9/1 11:24,38.6
2024/9/1 11:24,38.5
2024/9/1 11:24,38.6
2024/9/1 11:25,36.6
2024/9/1 11:26,36.7
2024/9/1 11:26,36.8
2024/9/1 11:27,36.9
2024/9/1 11:27,37
2024/9/1 11:28,37.1
2024/9/1 11:29,37.2
2024/9/1 11:31,37.3
2024/9/1 11:32,37.4
2024/9/1 11:32,37.8
2024/9/1 11:33,37.9
2024/9/1 11:34,38
2024/9/1 11:35,38.1
2024/9/1 11:37,38.2
2024/9/1 11:38,38.3
2024/9/1 11:39,38.4
2024/9/1 11:41,38.5
2024/9/1 11:42,38.6
2024/9/1 11:44,38.7
2024/9/1 11:44,36.7
2024/9/1 11:45,36.6
2024/9/1 11:45,36.8
2024/9/1 11:46,37
2024/9/1 11:46,37.1
2024/9/1 11:46,37.2
2024/9/1 11:47,37.3
2024/9/1 11:47,37.5
2024/9/1 11:48,37.7
2024/9/1 11:48,37.9
2024/9/1 11:48,38.1
2024/9/1 11:49,38.2
2024/9/1 11:49,38.3
2024/9/1 11:49,38.4
2024/9/1 11:50,38.5
2024/9/1 11:51,38.6
2024/9/1 11:51,38.7
2024/9/1 11:52,36.7
2024/9/1 11:52,36.4
2024/9/1 11:53,36.5
2024/9/1 11:53,36.6
2024/9/1 11:54,36.7
2024/9/1 11:54,36.8
2024/9/1 11:55,36.9
2024/9/1 11:55,37
2024/9/1 11:56,37.1
2024/9/1 11:57,37.2
2024/9/1 11:57,37.3
2024/9/1 11:58,37.4
2024/9/1 11:59,37.5
2024/9/1 11:59,37.6
2024/9/1 12:00,37.7
2024/9/1 12:01,37.8
2024/9/1 12:02,37.9
2024/9/1 12:03,38
2024/9/1 12:04,38.1
2024/9/1 12:04,38.2
2024/9/1 12:06,38.3
2024/9/1 12:07,38.4
2024/9/1 12:08,38.5
2024/9/1 12:10,38.6
2024/9/1 12:11,38.7
2024/9/1 12:14,36.6
2024/9/1 12:15,36.7
2024/9/1 12:15,36.8
2024/9/1 12:16,36.9
2024/9/1 12:16,37
2024/9/1 12:17,37.1
2024/9/1 12:18,37.3
2024/9/1 12:20,37.5
2024/9/1 12:22,37.7
2024/9/1 12:23,37.8
2024/9/1 12:23,37.9
2024/9/1 12:24,38
2024/9/1 12:26,38.1
2024/9/1 12:26,38.2
2024/9/1 12:27,38.3
2024/9/1 12:28,38.4
2024/9/1 12:29,38.5
2024/9/1 12:31,38.6
2024/9/1 12:31,38.7
2024/9/1 12:32,38.8
2024/9/1 12:33,36.8
2024/9/1 12:34,37
2024/9/1 12:35,38
2024/9/1 12:35,38.1
2024/9/1 12:36,36.7
2024/9/1 12:36,36.9
2024/9/1 12:38,38.6
2024/9/1 12:39,36.7
2024/9/1 12:40,36.8
2024/9/1 12:40,37.3
2024/9/1 12:41,38.4
2024/9/1 12:41,37.7
2024/9/1 12:42,37.3
2024/9/1 12:42,37.9
2024/9/1 12:43,38.2
2024/9/1 12:43,36.6
2024/9/1 12:43,36.7
2024/9/1 12:44,37.4
2024/9/1 12:44,37.8
2024/9/1 12:45,38.3
2024/9/1 12:46,36.6
2024/9/1 12:46,38.5
2024/9/1 12:47,36.9
2024/9/1 12:47,4.9
2024/9/1 12:47,4
2024/9/1 12:47,4.1
2024/9/1 12:47,3.7
2024/9/1 12:47,0.8
2024/9/1 12:47,0.9
2024/9/1 12:47,1.3
2024/9/1 12:47,28.8
2024/9/1 12:48,28.7
2024/9/1 12:48,29.1
2024/9/1 12:50,31
2024/9/1 12:51,34.7
2024/9/1 12:51,35.7
2024/9/1 12:52,36
2024/9/1 12:53,36.8
2024/9/1 12:54,37.4
2024/9/1 12:55,37.9
2024/9/1 12:55,38.1
2024/9/1 12:56,38.2
2024/9/1 12:57,38.1
2024/9/1 12:57,38.2
2024/9/1 12:58,38.3
2024/9/1 12:58,38.5
2024/9/1 12:58,38.2
2024/9/1 12:59,37.4
2024/9/1 12:59,37
2024/9/1 13:00,36.6
2024/9/1 13:00,36.8
2024/9/1 13:00,36.9
2024/9/1 13:01,37.1
2024/9/1 13:01,37.3
2024/9/1 13:02,37.6
2024/9/1 13:04,37.9
2024/9/1 13:04,38.1
2024/9/1 13:05,38.3
2024/9/1 13:05,38.4
2024/9/1 13:06,38.5
2024/9/1 13:06,38.6
2024/9/1 13:08,36.9
2024/9/1 13:09,37.1
2024/9/1 13:09,37.3
2024/9/1 13:10,37.4
2024/9/1 13:10,37.5
2024/9/1 13:10,37.6
2024/9/1 13:11,37.7
2024/9/1 13:11,37.8
2024/9/1 13:12,37.9
2024/9/1 13:13,38
2024/9/1 13:13,38.1
2024/9/1 13:13,38.2
2024/9/1 13:14,38.4
2024/9/1 13:15,38.5
2024/9/1 13:16,38.6
2024/9/1 13:17,37.8
2024/9/1 13:18,36.7
2024/9/1 13:19,36.8
2024/9/1 13:20,37
2024/9/1 13:20,37.1
2024/9/1 13:21,37.2
2024/9/1 13:21,37.3
2024/9/1 13:22,37.4
2024/9/1 13:22,37.5
2024/9/1 13:23,37.6
2024/9/1 13:24,37.7
2024/9/1 13:25,37.8
2024/9/1 13:25,37.9
2024/9/1 13:26,38
2024/9/1 13:27,38.1
2024/9/1 13:28,38.2
2024/9/1 13:29,38.3
2024/9/1 13:30,38.4
2024/9/1 13:31,38.5
2024/9/1 13:32,38.6
2024/9/1 13:32,38.5
2024/9/1 13:37,38.6
2024/9/1 13:41,38.7
2024/9/1 13:43,38.6
2024/9/1 13:44,38.5
2024/9/1 13:45,38.6
2024/9/1 13:47,38.7
2024/9/1 13:49,38.8
2024/9/1 13:51,36.8
2024/9/1 13:51,36.4
2024/9/1 13:53,36.5
2024/9/1 13:53,36.6
2024/9/1 13:54,36.7
2024/9/1 13:55,36.8
2024/9/1 13:55,36.9
2024/9/1 13:56,37
2024/9/1 13:56,37.1
2024/9/1 13:57,37.2
2024/9/1 13:57,37.3
2024/9/1 13:58,37.4
2024/9/1 13:59,37.5
2024/9/1 14:00,37.6
2024/9/1 14:01,37.7
2024/9/1 14:01,37.8
2024/9/1 14:02,37.9
2024/9/1 14:05,38
2024/9/1 14:05,37.9
2024/9/1 14:06,38
2024/9/1 14:06,38.1
2024/9/1 14:16,38.1
2024/9/1 14:26,38.1
2024/9/1 14:36,38.1
2024/9/1 14:46,38.1
2024/9/1 14:56,38.1
2024/9/1 15:06,38.1
2024/9/1 15:16,38.1
2024/9/1 15:26,38.1
2024/9/1 15:36,38.1
2024/9/1 15:46,38.1
2024/9/1 15:56,38.1
2024/9/1 16:06,38.1
2024/9/1 16:16,38.1
2024/9/1 16:27,38.1
2024/9/1 16:37,38.1
2024/9/1 16:47,38.1
2024/9/1 16:57,38.1
2024/9/1 17:07,38.1
2024/9/1 17:17,38.1
2024/9/1 17:27,38.1
2024/9/1 17:37,38.1
2024/9/1 17:47,38.1
2024/9/1 17:57,38.1
2024/9/1 18:07,38.1
2024/9/1 18:17,38.1
2024/9/1 18:27,38.1
2024/9/1 18:31,38
2024/9/1 18:32,37.9
2024/9/1 18:32,38
2024/9/1 18:35,38.1
2024/9/1 18:43,38.3
2024/9/1 18:43,38.4
2024/9/1 18:53,38.4
2024/9/1 19:03,38.4
2024/9/1 19:13,38.4
2024/9/1 19:23,38.4
2024/9/1 19:33,38.4
2024/9/1 19:42,38.3
2024/9/1 19:45,38.5
2024/9/1 19:51,38.6
2024/9/1 19:52,38.5
2024/9/1 19:54,38.6
2024/9/1 19:54,38.5
2024/9/1 19:55,38.6
2024/9/1 19:55,38.5
2024/9/1 19:56,38.6
2024/9/1 19:56,38.5
2024/9/1 19:57,38.7
2024/9/1 19:57,38.8
2024/9/1 19:59,38.7
2024/9/1 19:59,38.8
2024/9/1 20:01,38.7
2024/9/1 20:01,38.8
2024/9/1 20:06,36.5
2024/9/1 20:07,36.4
2024/9/1 20:07,36.7
2024/9/1 20:08,36.6
2024/9/1 20:10,36.7
2024/9/1 20:20,36.7
2024/9/1 20:23,37.3
2024/9/1 20:27,37.6
2024/9/1 20:28,37.5
2024/9/1 20:30,37.4
2024/9/1 20:31,37.3
2024/9/1 20:31,37.6
2024/9/1 20:31,37.5
2024/9/1 20:32,37.4
2024/9/1 20:33,37.3
2024/9/1 20:34,37.5
2024/9/1 20:34,37.4
2024/9/1 20:34,37.3
2024/9/1 20:35,37.2
2024/9/1 20:36,37.3
2024/9/1 20:36,37.2
2024/9/1 20:36,37.1
2024/9/1 20:37,37.2
2024/9/1 20:37,37.1
2024/9/1 20:38,37.3
2024/9/1 20:39,37.2
2024/9/1 20:39,37.3
2024/9/1 20:40,37.2
2024/9/1 20:40,37.3
2024/9/1 20:41,37.2
2024/9/1 20:42,37.1
2024/9/1 20:42,37.3
2024/9/1 20:43,37.2
2024/9/1 20:44,37.1
2024/9/1 20:44,37.3
2024/9/1 20:45,37.2
2024/9/1 20:46,37.1
2024/9/1 20:46,37.3
2024/9/1 20:47,37.2
2024/9/1 20:48,37.1
2024/9/1 20:49,37.3
2024/9/1 20:50,37.2
2024/9/1 20:51,37.1
2024/9/1 20:52,37.4
2024/9/1 20:52,37.3
2024/9/1 20:54,37.2
2024/9/1 21:04,37.2
2024/9/1 21:14,37.2
2024/9/1 21:24,37.2
2024/9/1 21:34,37.2
2024/9/1 21:35,36.5
2024/9/1 21:38,36.6
2024/9/1 21:38,36.5
2024/9/1 21:39,36.6
2024/9/1 21:43,36.9
2024/9/1 21:48,37.2
2024/9/1 21:54,37.3
2024/9/1 21:54,37.5
2024/9/1 22:01,37.8
2024/9/1 22:10,38.1
2024/9/1 22:18,38.2
2024/9/1 22:18,38.1
2024/9/1 22:19,38.3
2024/9/1 22:19,38.1
2024/9/1 22:19,37.9
2024/9/1 22:20,37.8
2024/9/1 22:20,37.7
2024/9/1 22:20,37.6
2024/9/1 22:21,37.4
2024/9/1 22:21,37.2
2024/9/1 22:22,37.1
2024/9/1 22:22,37
2024/9/1 22:23,36.9
2024/9/1 22:23,36.8
2024/9/1 22:24,36.9
2024/9/1 22:24,36.8
2024/9/1 22:25,36.7
2024/9/1 22:25,36.8
2024/9/1 22:25,37
2024/9/1 22:26,36.9
2024/9/1 22:27,36.8
2024/9/1 22:28,37
2024/9/1 22:29,36.9
2024/9/1 22:29,37
2024/9/1 22:30,37.1
2024/9/1 22:31,37.3
2024/9/1 22:31,37.4
2024/9/1 22:31,37.6
2024/9/1 22:32,38
2024/9/1 22:32,38.1
2024/9/1 22:32,38.2
2024/9/1 22:33,38.4
2024/9/1 22:33,38.5
2024/9/1 22:33,38.7
2024/9/1 22:34,36.8
2024/9/1 22:34,36.7
2024/9/1 22:34,37.1
2024/9/1 22:35,37.8
2024/9/1 22:35,38
2024/9/1 22:35,37.3
2024/9/1 22:36,38.7
2024/9/1 22:36,36.6
2024/9/1 22:36,37
2024/9/1 22:37,37.1
2024/9/1 22:37,36.6
2024/9/1 22:37,5.9
2024/9/1 22:37,4.5
2024/9/1 22:37,4.3
2024/9/1 22:37,3.8
2024/9/1 22:37,1.2
2024/9/1 22:37,1.1
2024/9/1 22:37,1.3
2024/9/1 22:37,1.2
2024/9/1 22:37,1.3
2024/9/1 22:37,4.3
2024/9/1 22:37,3.6
2024/9/1 22:37,7.1
2024/9/1 22:37,9.6
2024/9/1 22:37,30.4
2024/9/1 22:37,31.5
2024/9/1 22:40,31.6
2024/9/1 22:40,31.5
2024/9/1 22:40,31.6
2024/9/1 22:41,31.5
2024/9/1 22:41,31.6
2024/9/1 22:43,31.7
2024/9/1 22:44,31.8
2024/9/1 22:47,31.9
2024/9/1 22:48,32.2
2024/9/1 22:49,32.3
2024/9/1 22:50,32.2
2024/9/1 22:50,32.3
2024/9/1 22:51,33.1
2024/9/1 22:51,34.7
2024/9/1 22:51,34.8
2024/9/1 22:51,34.9
2024/9/1 22:51,35
2024/9/1 22:51,34.9
